850,city,8,0.575106014755,3
307,city,2,0.566740318731,2
983,city,2,0.598179243659,2
571,movie,9,0.970540124252,1
614,book,1,0.255863078922,3
525,book,7,0.801777448368,0
625,book,9,0.293429416609,2
204,book,7,0.218311874936,1
738,movie,0,0.378063815142,0
727,movie,4,0.00356805358014,1
547,book,0,0.701572612677,3
262,book,6,0.514970451019,3
564,movie,7,0.635873523775,1
685,animal,6,0.777533289349,3
933,city,1,0.500684999239,3
252,book,4,0.4120025037,3
602,book,0,0.315247803643,0
962,animal,5,0.0828689222835,3
940,movie,0,0.8060870763,1
723,animal,6,0.0203228776091,1
990,animal,3,0.228534940155,3
164,animal,3,0.687343442376,2
796,movie,5,0.798909212089,3
97,book,6,0.281430812298,0
49,book,9,0.497121934103,1
969,animal,2,0.242399541734,0
269,animal,6,0.308383016277,3
764,book,4,0.398786158313,2
879,movie,1,0.142368330708,1
801,movie,4,0.710770970741,2
588,movie,4,0.0625711335161,2
223,movie,5,0.567291922756,3
446,city,3,0.469863547269,0
452,book,6,0.291334405009,1
780,book,0,0.172440444119,0
444,book,7,0.471836795608,3
339,movie,2,0.938206143138,3
409,city,8,0.940696353643,1
121,animal,0,0.602063023767,2
854,city,7,0.59797321258,2
965,animal,7,0.53883701107,1
943,book,5,0.758278072789,2
540,movie,6,0.747344526048,0
662,animal,8,0.107434656479,2
549,city,8,0.404752832897,0
318,movie,1,0.794709453635,1
559,book,0,0.470161155893,1
6,city,0,0.488435728522,1
148,city,2,0.121600558915,1
13,movie,8,0.845971644946,2
308,movie,9,0.484852220857,1
325,movie,3,0.777320274403,2
941,city,4,0.285538937482,2
907,city,5,0.471588740518,3
291,book,6,0.695912910365,1
638,animal,2,0.207690183937,0
422,animal,0,0.00420086546841,1
635,city,0,0.763106224559,2
183,animal,2,0.204466481466,0
134,animal,6,0.0185291469015,1
859,movie,9,0.320609060252,2
282,animal,5,0.583551196286,3
985,book,7,0.789640120699,0
356,city,9,0.084691226446,1
391,book,7,0.443031108024,2
827,movie,1,0.592382600625,0
526,movie,7,0.123946084619,1
306,city,6,0.854427211767,1
167,movie,8,0.8176176427,1
346,animal,7,0.567241166424,3
799,movie,5,0.1185893031,2
259,animal,8,0.847698984353,0
406,animal,8,0.964681193541,3
560,city,5,0.263895223841,2
17,book,7,0.807653139167,1
45,city,5,0.496590493714,1
964,city,0,0.102057391221,1
876,movie,7,0.942177066041,3
286,book,0,0.497917200316,2
740,book,4,0.909182073013,0
811,book,3,0.61653894259,1
301,book,7,0.515978333427,3
655,city,5,0.768195174923,0
861,book,6,0.10457438338,3
435,city,7,0.240054432836,1
642,book,7,0.595479596542,0
533,book,9,0.383009773716,2
231,book,1,0.272073684731,3
20,city,5,0.613658051922,1
502,animal,1,0.59009636953,1
771,city,4,0.546935379777,0
380,book,3,0.960907746172,3
100,movie,4,0.353729009799,2
506,city,8,0.673265170752,1
104,city,4,0.206977041025,0
522,book,1,0.232765349428,0
393,animal,8,0.557708555412,3
825,animal,1,0.400484040197,1
611,book,1,0.870305091607,0
110,book,0,0.636380792646,2
992,animal,1,0.920923688324,1
996,animal,0,0.645214372541,1
456,animal,9,0.457924994418,2
919,movie,0,0.464779003463,3
869,book,9,0.840944047339,3
843,animal,0,0.632552302659,3
815,movie,5,0.446063893999,2
